22423	10117
10117	832
10117	3387
10117	4703
10117	7447
10117	9764
10117	14340
10117	14370
10117	15006
10117	16231
10117	16590
10117	16730
10117	19957
10117	21848
10117	22320
22423	14340
10117	14340
9764	14340
4703	14340
3387	14340
832	14340
7447	14340
14340	14370
14340	15006
14340	16231
14340	16590
14340	16730
14340	19957
14340	21848
14340	22320
22423	14370
10117	14370
9764	14370
4703	14370
3387	14370
832	14370
7447	14370
14340	14370
14370	15006
14370	16231
14370	16590
14370	16730
14370	19957
14370	21848
14370	22320
22423	15006
10117	15006
9764	15006
4703	15006
3387	15006
832	15006
7447	15006
14340	15006
14370	15006
15006	16231
15006	16590
15006	16730
15006	19957
15006	21848
15006	22320
22423	16231
10117	16231
9764	16231
4703	16231
3387	16231
832	16231
7447	16231
14340	16231
14370	16231
15006	16231
16231	16590
16231	16730
16231	19957
16231	21848
16231	22320
22423	16590
10117	16590
9764	16590
4703	16590
3387	16590
832	16590
7447	16590
14340	16590
14370	16590
15006	16590
16231	16590
16590	16730
16590	19957
16590	21848
16590	22320
22423	16730
10117	16730
9764	16730
4703	16730
3387	16730
832	16730
7447	16730
14340	16730
14370	16730
15006	16730
16231	16730
16590	16730
16730	19957
16730	21848
16730	22320
22423	19957
10117	19957
9764	19957
4703	19957
3387	19957
832	19957
7447	19957
14340	19957
14370	19957
15006	19957
16231	19957
16590	19957
16730	19957
19957	21848
19957	22320
22423	21848
10117	21848
9764	21848
4703	21848
3387	21848
832	21848
7447	21848
14340	21848
14370	21848
15006	21848
16231	21848
16590	21848
16730	21848
19957	21848
21848	22320
22423	22320
10117	22320
9764	22320
4703	22320
3387	22320
832	22320
7447	22320
14340	22320
14370	22320
15006	22320
16231	22320
16590	22320
16730	22320
19957	22320
21848	22320
15712	19596
15712	19596
5365	15814
18065	7769
7769	17118
18065	15977
18065	17118
7769	17118
1292	6648
1292	10341
1292	14840
1292	6648
10341	6648
14840	6648
1292	10341
10341	6648
10341	14840
1292	14840
10341	14840
14840	6648
6538	16040
10936	19509
10936	19510
10936	23687
10936	19509
10936	19510
10936	23687
17293	15668
17293	25614
17293	26006
17293	15668
15668	25614
15668	26006
17293	25614
15668	25614
25614	26006
17293	26006
15668	26006
25614	26006
20647	22394
4023	22394
10178	3744
10178	24133
10178	3744
24133	3744
10178	24133
24133	3744
7645	19256
3989	17471
3989	17471
11502	510
24210	510
11502	22285
10679	115
10679	5268
10679	8671
10679	115
5268	115
10679	5268
5268	115
10679	8671
23757	830
23757	16802
23757	830
16802	830
23757	16802
16802	830
9053	12504
9053	12504
6941	10850
19350	12644
19350	20528
1589	7603
1589	7603
23759	15208
23759	15208
13989	1561
13989	4484
4484	1667
13989	22379
20315	22379
21558	1028
21558	19683
21558	22744
21558	19683
19683	1028
19683	22744
