22601	4354
3651	4354
20716	4354
7357	4354
10477	4354
3877	4354
4354	5412
4354	6544
4354	7719
4354	9397
4354	11445
4354	12788
4354	18185
4354	19246
4354	19463
4354	20780
4354	21861
4354	22284
4354	22741
4354	23514
22601	5412
3651	5412
20716	5412
7357	5412
10477	5412
3877	5412
4354	5412
5412	6544
5412	7719
5412	9397
5412	11445
5412	12788
5412	18185
5412	19246
5412	19463
5412	20780
5412	21861
5412	22284
5412	22741
5412	23514
22601	6544
3651	6544
20716	6544
7357	6544
10477	6544
3877	6544
4354	6544
5412	6544
6544	7719
6544	9397
6544	11445
6544	12788
6544	18185
6544	19246
6544	19463
6544	20780
6544	21861
6544	22284
6544	22741
6544	23514
22601	7357
3651	7357
20716	7357
7357	3877
7357	4354
7357	5412
7357	6544
7357	7719
7357	9397
7357	10477
7357	11445
7357	12788
7357	18185
7357	19246
7357	19463
7357	20780
7357	21861
7357	22284
7357	22741
7357	23514
22601	7719
3651	7719
20716	7719
7357	7719
10477	7719
3877	7719
4354	7719
5412	7719
6544	7719
7719	9397
7719	11445
7719	12788
7719	18185
7719	19246
7719	19463
7719	20780
7719	21861
7719	22284
7719	22741
7719	23514
22601	10477
3651	10477
20716	10477
7357	10477
10477	3877
10477	4354
10477	5412
10477	6544
10477	7719
10477	9397
10477	11445
10477	12788
10477	18185
10477	19246
10477	19463
10477	20780
10477	21861
10477	22284
10477	22741
10477	23514
22601	11445
3651	11445
20716	11445
7357	11445
10477	11445
3877	11445
4354	11445
5412	11445
6544	11445
7719	11445
9397	11445
11445	12788
11445	18185
11445	19246
11445	19463
11445	20780
11445	21861
11445	22284
11445	22741
11445	23514
22601	12788
3651	12788
20716	12788
7357	12788
10477	12788
3877	12788
4354	12788
5412	12788
6544	12788
7719	12788
9397	12788
11445	12788
12788	18185
12788	19246
12788	19463
12788	20780
12788	21861
12788	22284
12788	22741
12788	23514
22601	18185
3651	18185
20716	18185
7357	18185
10477	18185
3877	18185
4354	18185
5412	18185
6544	18185
7719	18185
9397	18185
11445	18185
12788	18185
18185	19246
18185	19463
18185	20780
18185	21861
18185	22284
18185	22741
18185	23514
22601	19246
3651	19246
20716	19246
7357	19246
10477	19246
3877	19246
4354	19246
5412	19246
6544	19246
7719	19246
9397	19246
11445	19246
12788	19246
18185	19246
19246	19463
19246	20780
19246	21861
19246	22284
19246	22741
19246	23514
22601	19463
3651	19463
20716	19463
7357	19463
10477	19463
3877	19463
4354	19463
5412	19463
6544	19463
7719	19463
9397	19463
11445	19463
12788	19463
18185	19463
19246	19463
19463	20780
19463	21861
19463	22284
19463	22741
19463	23514
22601	20780
3651	20780
20716	20780
7357	20780
10477	20780
3877	20780
4354	20780
5412	20780
6544	20780
7719	20780
9397	20780
11445	20780
12788	20780
18185	20780
19246	20780
19463	20780
20780	21861
20780	22284
20780	22741
20780	23514
22601	21861
3651	21861
20716	21861
7357	21861
10477	21861
3877	21861
4354	21861
5412	21861
6544	21861
7719	21861
9397	21861
11445	21861
12788	21861
18185	21861
19246	21861
19463	21861
20780	21861
21861	22284
21861	22741
21861	23514
22601	22284
3651	22284
20716	22284
7357	22284
10477	22284
3877	22284
4354	22284
5412	22284
6544	22284
7719	22284
9397	22284
11445	22284
12788	22284
18185	22284
19246	22284
19463	22284
20780	22284
21861	22284
22284	22741
22284	23514
22601	22741
3651	22741
20716	22741
7357	22741
10477	22741
3877	22741
4354	22741
5412	22741
6544	22741
7719	22741
9397	22741
11445	22741
12788	22741
18185	22741
19246	22741
19463	22741
20780	22741
21861	22741
22284	22741
22741	23514
22601	23514
3651	23514
20716	23514
7357	23514
10477	23514
3877	23514
4354	23514
5412	23514
6544	23514
7719	23514
9397	23514
11445	23514
12788	23514
18185	23514
19246	23514
19463	23514
20780	23514
21861	23514
22284	23514
22741	23514
24568	18161
5555	11093
11093	15172
3804	165
17194	165
3804	293
293	6556
3804	3228
3228	3654
3228	11557
3228	14154
3228	15477
3228	15882
3804	6556
293	6556
6556	10186
3804	17194
4033	17194
17194	165
17194	20782
17194	23730
25158	6524
379	6524
9241	6524
6524	6185
6524	23224
6524	24412
22436	9504
22436	25215
22436	9504
9504	25215
25215	5359
5359	2950
13174	2915
10711	2915
17359	2915
23344	10956
10956	2350
10956	2385
10956	20783
10956	22574
10956	25405
23344	20089
24412	20089
20089	25358
23344	25358
20089	25358
10956	2350
2350	25405
10956	2385
22574	2385
2385	20783
10956	20783
22574	20783
2385	20783
10956	25405
2350	25405
23552	15209
16495	15209
23552	15669
8768	15669
22975	15669
14093	10807
21466	10807
14093	21466
21466	4143
21466	5216
21466	10807
21466	17290
21466	20155
1425	6832
1425	19557
25286	19557
18940	1090
7307	1090
13831	1090
1090	14319
1090	18052
1090	23256
18940	3990
14746	3990
15166	3990
18940	4635
4575	4635
18940	4759
24860	4759
18940	15166
14746	15166
15166	3990
18940	24860
24860	4759
24860	25948
24860	26005
10235	6375
2287	6375
727	6375
6375	10519
6375	18580
10235	10519
2287	10519
6375	10519
20230	22483
22483	4775
20229	4775
22483	7095
9432	7095
22483	9138
22483	9432
2770	9432
14033	9432
25286	9432
9432	7095
22483	20229
20229	4775
2926	17721
2926	22275
2926	22275
22275	1658
22275	6023
22275	6264
22275	13624
22275	19682
22275	6023
6023	887
6023	1658
6023	3721
6023	9634
6023	14781
6023	17721
6023	18972
6023	19404
6023	19682
6023	25321
22275	13624
14599	13624
24057	13624
19682	13624
13624	12806
22275	19682
6023	19682
1658	19682
19682	13624
16159	17859
23134	17859
17859	20066
6075	13932
6075	14499
6075	20345
6075	13932
6075	14499
20345	14499
6075	20345
20345	14499
10801	4023
20647	4023
4023	22394
10801	11902
11902	11617
11902	21029
11902	23870
10801	13647
25125	13647
13647	5209
13647	5717
13647	7090
13647	25057
10801	19146
19146	22265
19146	22699
10801	22699
20148	22699
19146	22699
22265	22699
22699	4068
22699	25698
10801	23622
10801	25057
13647	25057
11902	11617
11902	21029
23870	12040
22336	12040
12040	3850
12040	9128
12040	13346
1217	269
1217	1150
1217	1611
1217	2165
1217	3944
1217	5488
1217	6033
1217	8128
1217	9974
1217	12491
1217	12735
1217	13384
1217	14430
1217	14615
1217	15829
1217	17089
1217	19877
1217	20495
1217	21638
1217	21708
1217	22242
1217	23233
1217	24126
1217	25648
1217	269
9974	269
25648	269
1217	1150
24126	1150
1150	25648
1217	1611
23233	1611
1611	21638
1217	2165
2165	3501
2165	6033
2165	12491
2165	13384
2165	14181
2165	14430
2165	16278
2165	21708
2165	22242
2165	22462
2165	23233
2165	24705
1217	3944
3944	15829
3944	20495
1217	5488
14615	5488
5488	8877
5488	12735
5488	17089
1217	6033
2165	6033
6033	12491
6033	13384
6033	22242
6033	23233
1217	8128
24126	8128
10996	8128
22738	8128
8128	25648
1217	9974
6629	9974
9974	269
9974	25648
1217	12735
14615	12735
5488	12735
17817	12735
12735	17089
1217	14430
2165	14430
13384	14430
14430	3501
14430	6154
14430	7725
14430	8155
14430	14181
14430	18684
14430	19501
14430	19895
14430	20942
14430	21708
14430	22523
14430	24705
1217	19877
12419	19877
3507	19877
19877	19313
19877	21755
1217	20495
3944	20495
1217	21638
23233	21638
1611	21638
1217	21708
2165	21708
14430	21708
1217	22242
2165	22242
6033	22242
23233	22242
12491	22242
13384	22242
22242	14165
22242	15435
22242	24506
22242	24595
1217	23233
2165	23233
6033	23233
23233	1611
