21012	23363
2980	23363
2741	23363
9482	23363
178	23363
9800	23363
231	23363
12701	23363
22937	23363
23363	18879
21012	23628
22691	23628
773	23628
14807	23628
3372	23628
23452	23628
21012	25053
22691	25053
25271	25053
21432	25053
5134	25053
23452	25053
1234	25053
25053	3293
25053	22834
21012	25251
17655	25251
22691	2982
15538	2982
231	2982
22691	4036
4036	8786
4036	13032
22691	4115
4115	12938
4115	23511
4115	25528
4115	25836
22691	12938
4115	12938
12938	13364
12938	22726
12938	22966
12938	23511
12938	25528
12938	25836
22691	13032
4036	13032
22691	19215
19215	25836
22691	21432
25271	21432
8968	21432
21432	1234
21432	3909
21432	4466
21432	8505
21432	13929
21432	16357
21432	19179
21432	20116
21432	20148
21432	21491
21432	22834
21432	22899
21432	23452
21432	25053
21432	25710
22691	22726
12938	22726
25836	22726
22691	22834
25271	22834
21432	22834
23452	22834
25053	22834
22834	3293
22691	22966
12938	22966
25836	22966
13364	22966
22691	23511
4115	23511
12938	23511
25836	23511
22691	25528
4115	25528
12938	25528
22691	25836
19215	25836
4115	25836
12938	25836
25836	13364
25836	22726
25836	22966
25836	23511
2980	14376
9522	8710
22483	8710
9522	22483
20230	22483
22483	4775
22483	7095
22483	8710
22483	9138
22483	9432
22483	20229
9572	1375
1375	3053
9572	2846
2846	495
2846	615
2846	1854
2846	2742
2846	3965
2846	5622
2846	7855
2846	8928
2846	8968
2846	9458
2846	10942
2846	13556
2846	17968
2846	18375
2846	23647
9572	5555
7689	5555
7712	5555
10942	5555
23647	5555
5555	7459
5555	11093
5555	22758
9572	5564
22177	5564
7689	5564
7459	5564
2501	5564
5564	2823
5564	7317
5564	9127
5564	22758
5564	23299
9572	5787
7712	5787
10942	5787
23647	5787
3909	5787
11806	5787
5787	9283
5787	18894
9572	9721
9721	19110
9572	10158
9572	10942
2846	10942
10942	5555
10942	5787
10942	7459
10942	7926
10942	10711
10942	14485
10942	17359
10942	23558
10942	23647
9572	13600
13600	25980
9572	13929
21432	13929
13929	4068
13929	5807
13929	8505
13929	9517
13929	9943
13929	10096
13929	11400
13929	11630
13929	11700
13929	11733
13929	11951
13929	12130
13929	12268
13929	12545
13929	14093
13929	15685
13929	16006
13929	16210
13929	16357
13929	16414
13929	16495
13929	17135
13929	20116
13929	20148
13929	20169
13929	20478
13929	21491
13929	21994
13929	22188
13929	22189
13929	22621
13929	22811
13929	22899
13929	22975
13929	23110
13929	23509
13929	23552
13929	23805
13929	23806
13929	25006
13929	25557
13929	25562
13929	25698
9572	21075
1877	21075
2042	21075
19657	21075
21089	21075
1685	21075
21075	1311
21075	1321
21075	1430
21075	2075
21075	3873
21075	3983
21075	4182
21075	10439
21075	21156
21075	21162
9572	21316
9572	22900
9572	23637
7689	23637
16310	23637
7459	23637
23637	1093
23637	3059
23637	9649
23637	10251
23637	17626
23637	25903
9572	23770
19974	23770
13276	23770
8408	23770
11493	23770
24753	23770
11696	23770
10711	23770
23770	3312
23770	13346
9572	25143
25143	9283
9572	25601
9572	25980
13600	25980
17394	18924
17394	18924
18924	3113
18924	8312
18924	10765
18924	11621
18924	16310
18924	17538
18924	25978
18924	3113
214	3113
16310	3113
8312	3113
3113	128
3113	4353
3113	6558
3113	6920
3113	10765
3113	11621
3113	14865
3113	15941
3113	16877
3113	17538
3113	19161
3113	21831
3113	25978
18924	8312
8312	3113
8312	10765
8312	11621
8312	17538
8312	25112
8312	25978
18924	10765
8312	10765
3113	10765
11621	10765
10765	17538
10765	25978
18924	17538
8312	17538
3113	17538
11621	17538
10765	17538
17538	25978
18924	25978
8312	25978
3113	25978
11621	25978
10765	25978
17538	25978
3441	1172
10268	1172
21048	1172
1172	482
1172	11372
1172	19355
1172	22018
1172	25660
3441	5674
3441	26194
10268	26194
10268	375
10268	1838
12733	1838
10268	12733
8968	12733
11325	12733
12720	12733
12733	1838
12733	4138
12733	11318
12733	11328
12733	11372
12733	16324
7188	896
7188	921
7188	1508
7188	6815
7188	7209
7188	8279
7188	13008
7188	14485
7188	17038
7188	18605
7188	18866
7188	21158
7188	896
18866	896
8279	896
896	17038
896	21158
7188	921
6815	921
7188	1508
18866	1508
1508	8279
7188	6815
18866	6815
6815	921
7188	7209
18866	7209
18719	7209
7188	8279
18866	8279
1508	8279
8279	896
8279	21158
7188	13008
18866	13008
1000	13008
16101	13008
13008	302
13008	1694
13008	2335
13008	5605
